Customer Number,Offer Accepted,Reward,Mailer Type,Income Level,# Bank Accounts Open,Overdraft Protection,Credit Rating,# Credit Cards Held,# Homes Owned,Household Size,Own Your Home,Average Balance,Q1 Balance,Q2 Balance,Q3 Balance,Q4 Balance
291,No,Points,Postcard,Medium,1,No,High,1,1,4,Yes,742.25,690,649,837,793
292,No,Cash Back,Postcard,Medium,2,No,High,2,1,3,Yes,1423.25,915,1405,1726,1647
293,No,Air Miles,Letter,Medium,1,Yes,High,1,1,4,Yes,239.25,394,18,415,130
294,No,Points,Postcard,Medium,1,No,High,2,1,3,No,1143.75,1798,1014,866,897
295,No,Air Miles,Postcard,Medium,1,No,High,2,1,5,No,828,878,566,889,979
296,No,Air Miles,Letter,Medium,1,Yes,High,1,1,4,No,873.25,1658,1171,616,48
297,No,Cash Back,Postcard,High,1,No,Medium,3,1,4,Yes,734,560,806,941,629
298,No,Cash Back,Postcard,Medium,1,No,High,1,1,4,Yes,661.25,641,668,537,799
299,No,Points,Postcard,High,1,No,High,1,1,3,Yes,1159.25,50,1437,1807,1343
300,No,Points,Postcard,Medium,1,Yes,Medium,3,1,2,No,1005.5,1875,1083,945,119
301,Yes,Cash Back,Postcard,High,1,No,Low,2,1,4,Yes,896.25,1688,1113,697,87
302,No,Air Miles,Letter,Medium,1,No,High,2,2,5,Yes,1101.75,599,1325,1792,691
303,No,Cash Back,Postcard,Low,1,Yes,Low,2,1,4,No,278,410,81,136,485
304,No,Points,Letter,Medium,2,Yes,Medium,3,1,5,No,715.25,855,776,715,515
305,No,Points,Letter,Medium,1,No,Low,1,1,5,Yes,1611.5,1653,1542,1681,1570
306,No,Points,Letter,High,2,No,High,2,1,3,No,914.25,1588,1029,722,318
307,No,Points,Letter,High,3,No,Low,1,1,4,Yes,253.25,417,200,368,28
308,No,Cash Back,Letter,Low,1,No,Medium,3,1,4,No,1035.25,1943,1172,541,485
309,No,Air Miles,Letter,Low,2,Yes,Medium,1,1,2,No,1261.75,1316,742,1347,1642
310,No,Points,Postcard,Medium,1,No,Medium,2,1,3,No,275.5,402,258,155,287
311,No,Air Miles,Postcard,Medium,1,No,Medium,3,1,5,No,755.5,874,538,966,644
312,No,Air Miles,Postcard,Low,1,No,Medium,1,1,3,Yes,1295.25,1019,1164,1860,1138
313,Yes,Air Miles,Postcard,Medium,1,Yes,Medium,3,1,2,Yes,944.5,873,656,1350,899
314,No,Cash Back,Letter,Medium,1,No,High,2,2,2,Yes,1148.25,1901,1486,915,291
315,No,Air Miles,Postcard,Medium,1,No,High,2,1,4,No,172.75,90,187,388,26
316,No,Points,Postcard,Medium,2,No,High,3,1,4,Yes,756,1234,942,629,219
317,No,Air Miles,Postcard,High,2,No,Low,1,1,4,Yes,1486.75,1393,1713,1203,1638
318,No,Points,Postcard,Low,1,Yes,Low,1,1,5,No,1076,731,1226,1447,900
319,No,Air Miles,Postcard,Medium,1,Yes,High,2,1,5,Yes,1094,877,1332,1493,674
320,No,Points,Letter,Low,1,No,Medium,2,1,4,Yes,287.25,265,409,475,0
321,Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,4,Yes,916.5,1657,1273,643,93
322,No,Cash Back,Postcard,Low,1,No,Medium,3,1,3,No,1376.75,962,1136,1557,1852
323,No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,No,648.75,713,607,634,641
324,No,Points,Postcard,Medium,1,No,High,1,1,4,No,,,,,
325,No,Points,Postcard,Low,1,No,Low,2,1,4,Yes,683.25,656,664,554,859
326,No,Points,Letter,Medium,1,No,Low,1,1,5,No,979.25,1869,1112,692,244
327,No,Cash Back,Postcard,High,1,No,High,2,2,4,No,913.75,528,690,876,1561
328,No,Air Miles,Letter,Medium,1,Yes,High,4,1,3,Yes,755.25,664,820,923,614
329,No,Cash Back,Letter,Medium,1,No,Low,2,1,2,No,1000.75,1749,1368,742,144
330,No,Points,Postcard,Medium,1,No,Low,2,1,5,Yes,1107,1769,932,871,856
331,No,Points,Letter,Medium,1,No,High,2,1,5,Yes,762.25,879,530,849,791
332,No,Points,Letter,High,1,No,Medium,2,1,3,Yes,1223.5,2181,1456,522,735
333,No,Air Miles,Postcard,Low,1,No,Medium,2,1,2,Yes,932.5,185,797,1072,1676
334,No,Cash Back,Letter,Medium,1,No,Low,2,1,3,Yes,967.75,1503,1148,896,324
335,No,Points,Postcard,Low,2,No,Low,2,1,4,Yes,222.75,391,339,139,22
336,No,Points,Postcard,Medium,2,No,Low,1,2,2,No,1003.75,643,945,945,1482
337,No,Air Miles,Postcard,Medium,1,No,High,2,1,3,Yes,1221,948,864,1063,2009
338,No,Cash Back,Postcard,High,3,No,Low,1,1,4,Yes,915.5,614,850,1254,944
339,No,Cash Back,Postcard,Medium,1,No,Medium,3,1,3,Yes,984.25,1765,1173,770,229
340,No,Cash Back,Letter,Medium,1,Yes,High,2,1,2,Yes,1266.5,647,1299,2012,1108
341,No,Points,Postcard,High,2,No,Medium,2,1,4,Yes,899.5,1678,1043,705,172
342,No,Cash Back,Postcard,High,1,No,Medium,3,1,2,No,1224.5,1407,1619,1005,867
343,Yes,Points,Postcard,Low,1,No,Low,2,1,5,No,1735.25,1626,1713,1902,1700
344,No,Cash Back,Letter,Medium,2,No,High,1,2,4,Yes,1057.75,1813,830,582,1006
345,No,Points,Letter,Low,1,No,High,4,1,2,Yes,1196.25,1170,423,1581,1611
346,No,Cash Back,Letter,Medium,1,No,Medium,2,2,5,Yes,219.5,452,143,143,140
347,No,Air Miles,Letter,Medium,1,No,High,2,2,3,Yes,1113.25,1622,1426,909,496
348,No,Points,Letter,Medium,2,Yes,High,2,1,4,Yes,969.25,1201,1094,1008,574
349,No,Air Miles,Letter,Medium,1,No,Low,1,1,5,Yes,823.25,57,977,1520,739
350,Yes,Points,Postcard,Medium,2,No,Low,1,1,4,Yes,992.25,621,1533,1357,458
351,No,Cash Back,Postcard,Medium,3,No,Low,2,2,4,No,750.75,584,917,930,572
352,No,Points,Letter,Medium,1,No,High,1,2,4,Yes,1101.75,1535,829,1093,950
353,No,Air Miles,Postcard,High,1,No,Low,3,1,3,No,756.75,137,430,967,1493
354,No,Points,Letter,High,1,No,Low,1,1,5,Yes,1092,1783,1244,923,418
355,No,Points,Letter,Medium,2,No,Medium,3,1,4,Yes,1072,1783,1219,830,456
356,No,Cash Back,Postcard,Low,1,No,High,2,1,3,Yes,910.25,67,1674,1480,420
357,No,Points,Letter,Medium,1,No,Medium,3,1,5,Yes,884.5,246,726,1213,1353
358,No,Points,Postcard,Low,1,No,Medium,3,1,6,Yes,1007.75,1661,1121,764,485
359,No,Points,Letter,High,2,Yes,High,2,1,3,Yes,1069,1214,1312,1082,668
360,No,Cash Back,Letter,Low,1,No,Low,2,1,3,Yes,257.5,294,229,44,463
361,No,Air Miles,Postcard,Medium,1,No,Low,1,1,3,No,1095.25,317,1206,1441,1417
362,No,Cash Back,Letter,High,1,No,Low,2,2,3,Yes,1157.5,1124,921,1630,955
363,No,Air Miles,Letter,Medium,1,No,Medium,2,2,2,No,1015.75,1914,1253,821,75
364,No,Air Miles,Postcard,Low,2,No,High,2,1,4,No,986.5,1789,1236,672,249
365,No,Cash Back,Letter,High,1,Yes,Medium,3,1,3,Yes,962,327,439,1574,1508
366,No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,Yes,940.75,1575,1492,681,15
367,No,Cash Back,Postcard,High,2,Yes,Medium,1,1,3,No,1049.75,1995,1180,529,495
368,No,Points,Postcard,Low,2,No,High,1,1,3,Yes,708.75,982,510,795,548
369,No,Air Miles,Postcard,Low,2,No,High,4,1,4,No,1170.25,344,1254,1411,1672
370,No,Cash Back,Postcard,High,1,No,High,1,1,5,Yes,1255.5,1242,1442,1192,1146
371,No,Air Miles,Letter,Low,1,No,High,1,1,3,No,1246,545,1533,2040,866
372,No,Cash Back,Letter,Low,1,No,Low,1,1,3,Yes,911.5,2121,841,493,191
373,No,Cash Back,Postcard,Medium,1,No,High,2,2,4,Yes,885.75,1719,996,435,393
374,No,Points,Postcard,Medium,2,No,Low,1,1,2,Yes,1101.25,1007,628,1449,1321
375,No,Air Miles,Postcard,Medium,2,No,Low,2,1,4,Yes,1018.75,1506,1380,735,454
376,No,Points,Letter,Medium,2,No,High,2,1,3,Yes,1506,414,1856,2039,1715
377,No,Points,Letter,High,1,Yes,High,1,1,3,No,922,144,1154,1176,1214
378,No,Points,Letter,Low,1,No,Low,3,1,4,Yes,1157.75,223,1439,1990,979
379,Yes,Points,Postcard,Medium,1,No,High,2,1,3,No,1028.75,342,1233,806,1734
380,No,Points,Postcard,Medium,1,Yes,Low,2,1,2,No,1233,2027,1687,514,704
381,No,Cash Back,Postcard,High,1,No,Medium,2,1,4,Yes,1749.25,1671,1622,1922,1782
382,No,Points,Postcard,High,2,Yes,High,1,1,3,Yes,946.25,290,873,1188,1434
383,No,Points,Letter,High,1,No,Low,2,1,2,Yes,1762,1790,1761,1763,1734
384,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,3,Yes,1180,1661,1261,1364,434
385,No,Cash Back,Letter,Medium,1,No,High,1,1,5,Yes,898.5,1323,1007,428,836
386,No,Cash Back,Letter,High,2,No,High,2,2,4,Yes,984,522,1236,1263,915
387,No,Points,Postcard,High,1,No,Medium,2,1,3,Yes,1100.5,1486,1704,534,678
388,No,Points,Letter,High,1,No,High,1,2,3,Yes,765.25,126,636,830,1469
389,No,Air Miles,Letter,Medium,2,No,Low,2,1,4,Yes,1076.75,480,821,2026,980
390,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,5,Yes,970,1828,1196,807,49
391,No,Air Miles,Postcard,Medium,3,No,High,1,2,4,Yes,1206,1459,1780,572,1013
392,No,Cash Back,Letter,Low,1,No,High,2,1,3,Yes,292,184,80,433,471
393,No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,Yes,1001,1640,1028,890,446
394,No,Points,Letter,Medium,1,No,Medium,1,1,2,Yes,920.25,61,1328,881,1411
395,No,Points,Letter,Medium,1,No,High,2,2,1,Yes,925.75,561,1033,1524,585
396,No,Cash Back,Letter,High,1,No,Medium,1,1,4,No,673.75,525,776,681,713
397,No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,No,996.25,1650,1210,829,296
398,No,Air Miles,Letter,Low,2,Yes,Medium,2,1,5,Yes,246,284,270,259,171
399,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,4,Yes,1135.25,1414,1724,1059,344
400,No,Cash Back,Postcard,Medium,1,No,High,2,1,3,No,929,259,1049,2004,404
401,No,Points,Letter,High,2,No,High,2,1,3,Yes,1241,1275,689,1291,1709
402,No,Points,Letter,Medium,1,No,Low,2,2,5,Yes,790.75,191,624,1313,1035
403,Yes,Cash Back,Postcard,Low,1,No,Low,2,1,4,No,1364.75,2180,1436,1390,453
404,No,Points,Postcard,High,1,No,High,3,2,3,Yes,785.5,940,633,928,641
405,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,No,1074.25,631,1116,2004,546
406,No,Air Miles,Postcard,Medium,1,No,High,2,2,4,Yes,1041,712,850,1873,729
407,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,4,Yes,1097,152,849,2168,1219
408,No,Points,Letter,Medium,1,No,High,4,1,2,Yes,1130,1867,1463,985,205
409,No,Cash Back,Postcard,Low,2,No,High,1,1,1,Yes,1186.75,536,720,1640,1851
410,No,Cash Back,Postcard,High,1,No,Low,1,1,3,Yes,1058.5,370,724,1352,1788
411,No,Air Miles,Letter,Medium,1,No,Low,3,1,4,No,1048.75,179,1783,1817,416
412,No,Points,Letter,High,1,No,Low,2,1,3,No,1036,157,1600,1367,1020
413,Yes,Points,Postcard,Medium,2,No,Low,1,1,3,Yes,841.75,556,1027,1225,559
414,No,Air Miles,Letter,Medium,2,No,Medium,2,1,3,Yes,753.75,707,751,568,989
415,No,Points,Letter,Low,1,No,High,3,2,4,No,1009,459,757,1607,1213
416,No,Points,Postcard,High,1,No,Medium,2,1,1,No,1340,813,1077,1501,1969
417,No,Points,Postcard,Medium,2,No,Low,4,1,3,Yes,782.75,907,794,642,788
418,No,Air Miles,Letter,High,2,No,Low,4,1,3,Yes,1162.25,324,1340,1074,1911
419,No,Points,Letter,Medium,2,No,High,3,1,3,Yes,250.5,220,224,242,316
420,No,Points,Letter,Low,2,No,Low,2,1,4,Yes,966.75,1244,1230,1300,93
421,No,Points,Postcard,High,1,No,High,2,1,3,No,1233.5,225,1767,1755,1187
422,No,Points,Letter,Medium,1,No,Medium,3,1,2,No,1778.75,1794,1575,1847,1899
423,No,Air Miles,Postcard,Low,2,No,Low,2,1,3,Yes,954.75,1112,432,1298,977
424,Yes,Air Miles,Postcard,Medium,2,No,Low,1,1,4,No,1327.25,1873,1390,1183,863
425,No,Cash Back,Letter,Medium,1,No,Medium,2,1,5,No,966,527,904,1960,473
426,No,Air Miles,Letter,Low,1,No,Low,2,1,5,Yes,1028.25,149,772,1554,1638
427,No,Air Miles,Postcard,Medium,1,Yes,High,1,2,4,Yes,795.5,594,791,849,948
428,No,Points,Letter,Medium,1,No,Low,2,1,4,Yes,1171.75,597,1479,1146,1465
429,No,Cash Back,Postcard,Low,1,Yes,Low,1,2,5,No,686,570,685,702,787
430,No,Air Miles,Postcard,Medium,1,No,Low,1,1,4,Yes,1094.25,1781,858,951,787
431,No,Air Miles,Letter,Medium,1,No,Medium,2,1,4,No,107.75,160,28,208,35
432,No,Air Miles,Letter,High,1,Yes,Low,2,2,3,Yes,962.5,1604,1204,468,574
433,No,Cash Back,Postcard,Low,1,No,High,3,2,5,Yes,783.75,885,907,530,813
434,No,Cash Back,Letter,Medium,1,No,Medium,2,1,4,Yes,1255.75,931,1341,1710,1041
435,No,Cash Back,Letter,Medium,1,No,Low,1,1,3,Yes,1255.75,1870,1520,681,952
436,No,Cash Back,Letter,Medium,1,No,High,2,1,4,Yes,1005.25,1612,1086,912,411
437,No,Points,Letter,Medium,2,No,High,2,1,5,Yes,821.25,822,795,892,776
438,No,Air Miles,Letter,Medium,1,No,Medium,1,1,2,Yes,635.25,500,708,566,767
439,No,Cash Back,Postcard,Low,1,No,Medium,2,1,3,Yes,1154,144,1559,1985,928
440,No,Cash Back,Postcard,Low,2,No,Low,1,1,3,Yes,997.25,1924,1115,559,391
441,No,Points,Postcard,High,1,Yes,Low,1,2,5,Yes,1106.25,1343,453,964,1665
442,No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,Yes,179.5,177,96,20,425
443,No,Points,Postcard,Medium,1,No,High,2,1,6,Yes,946.75,1615,1433,554,185
444,No,Points,Letter,Low,1,No,High,1,1,4,No,1096.25,704,877,1533,1271
445,No,Cash Back,Letter,High,1,No,Low,2,1,2,Yes,279,210,363,245,298
446,No,Air Miles,Letter,Medium,1,No,High,1,1,4,No,285,339,71,457,273
447,No,Air Miles,Postcard,Medium,1,Yes,High,3,2,3,Yes,1100.5,174,1668,1310,1250
448,Yes,Air Miles,Postcard,Low,1,Yes,Low,1,1,4,Yes,1034.75,1612,1297,902,328
449,No,Cash Back,Letter,High,1,Yes,Medium,1,1,4,No,1113.25,1083,1543,1263,564
450,No,Air Miles,Postcard,High,1,Yes,High,2,1,4,No,1262.25,136,1250,1550,2113
451,No,Cash Back,Postcard,High,1,No,High,1,1,5,Yes,1159,941,413,1584,1698
452,No,Points,Letter,Medium,1,No,Medium,1,1,3,No,980,1638,1392,597,293
453,No,Air Miles,Letter,Medium,1,No,Low,1,1,6,Yes,1085.5,50,1379,2158,755
454,No,Cash Back,Letter,Low,2,No,High,1,1,2,No,812.25,1273,1188,548,240
455,No,Air Miles,Letter,Medium,1,No,Medium,1,1,3,No,237.75,381,363,87,120
456,No,Cash Back,Postcard,Low,1,No,Low,3,1,3,No,1055.5,582,1327,833,1480
457,No,Cash Back,Postcard,Low,1,No,Medium,2,2,2,Yes,941.25,449,520,1484,1312
458,No,Air Miles,Letter,Low,1,No,Low,2,1,2,Yes,1005,1757,1079,777,407
459,No,Air Miles,Postcard,Medium,1,Yes,Low,2,1,4,Yes,1066.25,488,1006,1590,1181
460,No,Points,Letter,Medium,1,No,High,2,1,3,Yes,1452.25,791,1602,1663,1753
461,No,Cash Back,Postcard,Medium,1,No,Low,2,1,4,No,137,164,251,78,55
462,No,Points,Postcard,High,2,No,Low,3,1,3,No,781,561,970,692,901
463,No,Air Miles,Letter,Low,1,No,Low,1,1,3,Yes,900.75,1287,947,1115,254
464,No,Air Miles,Letter,Medium,1,No,High,2,2,4,No,1135,359,1695,1475,1011
465,No,Cash Back,Letter,Medium,1,No,Medium,3,1,3,Yes,1054.25,235,551,1605,1826
466,No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,No,1191.5,2114,1044,842,766
467,Yes,Cash Back,Letter,Medium,1,No,Low,3,1,4,No,938.25,137,1785,1201,630
468,No,Points,Letter,Medium,1,Yes,High,2,1,3,Yes,794.75,955,536,879,809
469,No,Cash Back,Letter,Medium,1,Yes,Medium,3,1,4,Yes,983.25,1227,1133,540,1033
470,No,Points,Letter,Medium,1,Yes,Low,1,1,4,No,672.5,542,809,832,507
471,No,Points,Postcard,Medium,1,No,High,3,1,5,No,956.25,1514,1283,617,411
472,No,Points,Postcard,Low,1,No,Medium,2,1,5,No,1179,1744,1451,978,543
473,No,Air Miles,Letter,Medium,1,No,Medium,1,1,3,Yes,1168,1954,1237,871,610
474,No,Points,Postcard,High,1,No,High,3,1,4,Yes,974,298,931,2115,552
475,No,Air Miles,Letter,Low,1,No,Medium,2,1,3,Yes,1071.75,361,1225,1778,923
476,No,Air Miles,Letter,Medium,1,No,Medium,3,1,5,Yes,1164.5,1403,1752,490,1013
477,No,Cash Back,Letter,High,1,No,Low,1,1,3,Yes,806.75,602,936,909,780
478,Yes,Air Miles,Postcard,Medium,2,No,High,2,1,3,Yes,1054.75,1364,1360,446,1049
479,No,Cash Back,Letter,High,2,No,Low,1,1,2,No,1229.5,2017,1345,662,894
480,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,1122,673,629,2186,1000
481,No,Air Miles,Letter,Medium,2,No,Medium,1,1,5,Yes,832.25,880,882,731,836
482,No,Points,Letter,Medium,1,No,High,1,3,1,No,822,710,985,640,953
483,No,Points,Letter,Low,1,No,Medium,3,1,2,Yes,751,611,975,719,699
484,No,Air Miles,Postcard,High,1,No,Medium,3,2,4,No,1449.5,1385,700,2103,1610
485,No,Points,Letter,High,1,No,Medium,2,1,2,Yes,1018.75,1568,835,1255,417
486,No,Cash Back,Postcard,High,1,No,Medium,2,1,2,No,1262.75,671,1614,1547,1219
487,No,Cash Back,Letter,High,2,No,Medium,3,1,6,Yes,1388,1813,1572,1380,787
488,No,Cash Back,Postcard,High,1,Yes,Medium,3,1,5,Yes,770,962,631,748,739
489,No,Points,Letter,Low,2,No,High,2,1,3,Yes,1357.25,874,1613,1832,1110
490,No,Points,Letter,Medium,2,No,High,3,1,5,Yes,1131.5,410,1245,1618,1253
491,No,Air Miles,Letter,Medium,1,Yes,Low,2,1,3,No,831.5,576,868,1234,648
492,No,Air Miles,Postcard,Medium,1,Yes,Medium,2,1,3,No,1032.75,1858,1054,765,454
493,No,Air Miles,Letter,Low,1,No,Low,3,1,2,No,288.25,445,259,125,324
494,No,Points,Letter,Medium,1,No,Low,2,2,4,No,709,454,671,906,805
495,Yes,Points,Postcard,Medium,1,No,High,1,1,2,Yes,612.75,517,624,797,513
496,No,Air Miles,Letter,Medium,1,No,Low,1,3,4,Yes,1220,302,1740,1974,864
497,No,Air Miles,Letter,Medium,2,No,High,2,1,4,No,1153.75,900,498,1194,2023
498,No,Air Miles,Postcard,High,2,Yes,High,3,1,3,Yes,1045.5,321,1008,1599,1254
499,No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,Yes,1083,785,866,1259,1422
500,No,Cash Back,Letter,Medium,1,No,Low,2,2,2,Yes,1070.75,1786,1144,877,476
501,No,Cash Back,Letter,Low,2,No,Low,2,2,3,Yes,886.25,1474,1008,566,497
502,No,Cash Back,Letter,Low,2,No,Low,1,1,3,No,259,178,472,5,381
503,Yes,Points,Postcard,Low,1,No,Low,2,1,1,No,1215.75,391,1598,2023,851
504,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,Yes,258.75,110,205,344,376
505,No,Air Miles,Postcard,High,2,No,High,4,1,4,Yes,1056.25,753,470,1437,1565
506,No,Cash Back,Postcard,High,1,No,Medium,2,1,5,No,845,1480,1078,589,233
507,No,Cash Back,Letter,Medium,1,Yes,High,1,2,4,Yes,444.75,303,495,494,487
508,No,Air Miles,Letter,Medium,2,No,Medium,2,1,4,Yes,663,725,516,571,840
509,No,Air Miles,Letter,Low,1,No,High,2,1,4,Yes,820,979,991,686,624
510,No,Points,Letter,Medium,2,No,High,1,1,3,No,947.75,1805,1060,838,88
511,No,Cash Back,Letter,Medium,1,No,Low,2,2,3,No,1466.75,41,1877,2261,1688
512,No,Air Miles,Postcard,Low,1,No,Low,3,1,5,No,1405,903,1496,2042,1179
513,No,Points,Postcard,Low,2,No,Low,2,1,4,No,1687.25,1721,1687,1827,1514
514,No,Points,Postcard,Medium,1,No,High,2,1,2,Yes,977.75,1510,1039,1300,62
515,No,Points,Letter,Medium,1,No,Medium,1,1,4,No,1293.5,1933,1668,976,597
516,No,Air Miles,Postcard,Medium,1,Yes,Medium,3,1,4,Yes,1035.25,1526,1340,789,486
517,No,Points,Postcard,Low,1,No,High,3,2,2,No,973,400,1489,1342,661
518,No,Points,Postcard,Low,1,No,High,3,2,5,Yes,177.25,32,103,406,168
519,No,Air Miles,Letter,Medium,2,No,Low,2,1,3,Yes,1027.75,1790,1401,676,244
520,No,Air Miles,Postcard,High,1,No,High,1,1,4,No,764.75,278,504,868,1409
521,No,Points,Postcard,Medium,2,No,Medium,2,1,4,No,1046.75,471,920,1019,1777
522,No,Cash Back,Letter,Medium,1,No,Medium,1,1,4,Yes,237.5,191,122,360,277
523,No,Cash Back,Postcard,Medium,1,No,High,1,1,3,No,1325.75,1054,826,1710,1713
524,No,Points,Postcard,Medium,1,No,Medium,1,1,4,Yes,865.25,599,964,1210,688
525,No,Air Miles,Letter,Low,2,No,Medium,1,1,3,Yes,977,1660,1414,646,188
526,No,Air Miles,Postcard,High,1,No,Low,2,1,3,No,753.75,636,945,670,764
527,No,Air Miles,Letter,Medium,1,Yes,Medium,4,1,3,No,1008.75,1954,1191,585,305
528,No,Air Miles,Postcard,High,2,No,Medium,3,3,3,No,208.25,238,270,181,144
529,No,Points,Letter,High,1,No,High,2,1,2,No,1016.5,295,1329,903,1539
530,No,Air Miles,Postcard,Medium,2,No,Low,2,2,6,Yes,1039,216,1432,1595,913
531,No,Points,Postcard,Medium,1,No,Medium,2,1,3,Yes,1252,657,1710,1850,791
532,No,Air Miles,Postcard,Medium,1,No,Medium,1,2,4,Yes,816.75,135,405,1256,1471
533,No,Points,Letter,Medium,1,No,Low,1,1,4,Yes,1066,461,789,2006,1008
534,Yes,Cash Back,Postcard,Low,2,Yes,Low,2,1,3,Yes,1097.5,1992,1422,726,250
535,No,Air Miles,Letter,Low,1,No,Low,2,1,4,No,1014.5,197,1558,1758,545
536,No,Points,Letter,High,2,No,High,1,1,2,Yes,1174,1204,1624,1047,821
537,No,Points,Letter,Medium,1,No,High,1,1,4,Yes,817,712,820,983,753
538,No,Points,Letter,High,1,No,Low,2,1,3,Yes,986.75,143,486,2192,1126
539,No,Points,Letter,Medium,2,No,High,1,1,3,Yes,920.25,811,973,925,972
540,No,Air Miles,Letter,Medium,1,No,Medium,2,1,4,No,715.75,756,823,568,716
541,No,Points,Postcard,Medium,1,No,Medium,1,1,2,Yes,203,112,374,319,7
542,No,Air Miles,Postcard,High,1,No,Low,1,1,5,Yes,1245.5,321,1088,1610,1963
543,No,Points,Postcard,Medium,1,No,High,1,1,2,Yes,1173.5,611,970,1465,1648
544,No,Air Miles,Letter,High,1,Yes,Low,1,1,5,No,1007.25,756,1049,1547,677
545,No,Points,Postcard,Medium,1,No,High,1,1,5,No,308,464,452,55,261
546,No,Air Miles,Letter,Low,1,No,Medium,3,1,3,Yes,330.25,462,414,48,397
547,No,Cash Back,Letter,High,1,No,Low,2,1,4,No,370.25,367,415,395,304
548,No,Air Miles,Postcard,High,1,No,Medium,2,1,4,No,946.5,1655,821,553,757
549,No,Points,Letter,Medium,1,Yes,Low,1,1,5,No,1028.75,582,731,1408,1394
550,No,Cash Back,Postcard,Low,1,No,High,1,1,5,Yes,274,429,224,240,203
551,No,Air Miles,Letter,Low,2,No,High,2,1,4,Yes,1021,912,812,950,1410
552,No,Points,Postcard,High,1,No,High,2,1,6,Yes,255.25,447,205,65,304
553,No,Cash Back,Postcard,High,1,No,Medium,2,1,4,No,1101,1495,1684,568,657
554,No,Cash Back,Postcard,Low,1,No,High,3,1,2,No,896.75,1675,1026,582,304
555,No,Air Miles,Postcard,Medium,1,Yes,High,1,1,4,No,898.75,1278,1284,925,108
556,Yes,Air Miles,Postcard,Medium,1,No,High,2,1,4,No,1070,2029,1745,402,104
557,No,Cash Back,Postcard,Medium,2,No,Low,3,2,4,No,1037.25,90,943,1314,1802
558,No,Points,Postcard,Low,1,No,High,3,1,2,Yes,1258.75,799,773,1700,1763
559,No,Air Miles,Letter,High,1,No,Medium,2,2,5,Yes,1351.5,553,1077,1590,2186
560,No,Cash Back,Letter,Low,1,Yes,Low,3,1,3,Yes,1166.75,491,1631,1560,985
561,No,Points,Letter,Low,1,No,Medium,2,2,5,No,303,368,378,233,233
562,No,Cash Back,Letter,Low,1,No,High,2,1,3,Yes,976,1626,1280,628,370
563,No,Points,Postcard,Low,2,No,Low,2,1,4,Yes,960.75,552,853,1557,881
564,No,Cash Back,Letter,Low,3,No,Low,1,2,4,Yes,1000.25,1568,1087,930,416
565,No,Cash Back,Postcard,Medium,1,No,Low,2,2,5,Yes,1053,1468,1233,1023,488
566,No,Points,Letter,Medium,1,Yes,Low,2,1,4,Yes,912.5,24,1219,1598,809
567,No,Cash Back,Letter,Medium,1,No,Low,1,1,4,Yes,259.5,97,438,442,61
568,No,Points,Letter,High,1,No,Medium,1,1,4,Yes,1232.5,1774,1490,978,688
569,No,Cash Back,Postcard,Low,1,No,Medium,3,1,3,Yes,140.75,68,158,6,331
570,No,Cash Back,Postcard,Medium,1,Yes,Low,2,1,5,Yes,1058.25,409,1098,1012,1714
571,No,Points,Letter,Medium,1,No,High,1,2,4,Yes,939.75,1690,1299,565,205
572,No,Air Miles,Letter,Medium,1,No,Low,2,2,5,No,1059.25,951,693,817,1776
573,No,Cash Back,Letter,Medium,1,No,High,1,1,5,Yes,1042.25,1647,1043,984,495
574,No,Air Miles,Letter,Low,2,No,Low,2,1,2,No,755.75,677,861,686,799
575,No,Air Miles,Postcard,High,1,Yes,Low,4,1,4,No,1110.5,679,907,979,1877
576,No,Points,Letter,Low,1,No,High,2,1,5,Yes,997.75,1597,1043,1246,105
577,No,Air Miles,Postcard,High,2,No,Low,3,1,4,Yes,945.25,864,880,1588,449
578,No,Points,Postcard,Medium,2,No,Medium,2,1,3,Yes,895,108,562,1440,1470
579,No,Air Miles,Letter,Low,1,No,Medium,2,2,4,Yes,1004.75,1851,1154,726,288
580,No,Points,Postcard,Low,1,No,High,2,1,3,Yes,1210.5,799,856,1704,1483
581,No,Cash Back,Postcard,Low,1,No,Low,2,2,3,No,953.75,1531,1383,736,165
582,No,Air Miles,Postcard,Low,1,No,Medium,3,1,6,Yes,930.5,121,1203,1086,1312
583,No,Air Miles,Letter,Medium,2,No,Medium,3,1,3,No,1045.75,1592,1562,425,604
584,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,2,Yes,341.5,394,262,443,267
585,No,Air Miles,Letter,High,1,No,High,2,1,3,Yes,687,741,782,580,645
